kodim19	 lossy 	directJPEG	393216.000	14290.000	 10.000	none	362.873	 13.970	368.629	 14.122	 
kodim19	 lossy 	directJPEG	393216.000	26981.000	 20.000	none	225.007	  9.107	230.572	  9.156	 
kodim19	 lossy 	directJPEG	393216.000	37516.000	 30.000	none	121.675	  7.760	126.218	  7.806	 
kodim19	 lossy 	directJPEG	393216.000	46249.000	 40.000	none	 88.000	  6.551	 93.055	  6.619	 
kodim19	 lossy 	directJPEG	393216.000	55054.000	 50.000	none	 67.304	  4.997	 72.684	  5.106	 
kodim19	 lossy 	directJPEG	393216.000	63518.000	 60.000	none	 51.214	  4.027	 56.734	  4.133	 
kodim19	 lossy 	directJPEG	393216.000	76123.000	 70.000	none	 36.069	  2.875	 41.434	  2.980	 
kodim19	 lossy 	directJPEG	393216.000	95649.000	 80.000	none	 23.584	  1.956	 29.256	  2.117	 
kodim19	 lossy 	directJPEG	393216.000	136054.000	 90.000	none	 10.909	  1.133	 17.340	  1.352	 
kodim19	 lossy 	directJPEG	393216.000	303806.000	100.000	none	  1.381	  0.140	 10.019	  0.624	 
